name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
FMP Products,Biotechnology,480000,operating,USA,CT,Hartford,Greenwich,1,,2010-04-14,2010-04-14
FMS Hauppauge,Biotechnology,9031006,operating,USA,MA,Boston,Waltham,1,2010-01-01,2011-01-04,2011-01-04
FMS Midwest Dialysis Centers,Biotechnology,10523411,operating,USA,MA,Boston,Waltham,2,2011-01-01,2011-06-21,2011-11-21
FND,App Stores|Search|Service Providers,-,operating,,,,,1,,2014-06-30,2014-06-30
FNZ,Finance,-,operating,GBR,,,,1,2003-01-01,2012-02-13,2012-02-13
Foamix,Pharmaceuticals,60000000,ipo,ISR,2,Tel Aviv,Rehovot,1,2003-01-01,2015-04-15,2015-04-15
Foap AB,Mobile|Photography|Startups,4583085,operating,SWE,27,Malmo,Malmö,8,2011-11-10,2011-11-01,2014-12-08
FOB.com,Web Hosting,44500000,operating,USA,IL,Chicago,Chicago,1,,2000-09-07,2000-09-07
Fobbler,Software,655000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-01-03,2014-02-21,2014-02-21
FOBO,Hardware + Software|Local|Marketplaces|Mobile,1600000,acquired,USA,CA,SF Bay Area,San Francisco,2,,2012-10-18,2014-04-24
foc.us,Game Mechanics|New Technologies|Sporting Goods,25000,operating,GBR,H9,London,London,1,,2013-02-20,2013-02-20
Focal Energy,Clean Technology,35000000,operating,,,,,1,,2008-08-18,2008-08-18
Focal Point Energy,Energy|Manufacturing|Solar,953561,operating,USA,CA,San Diego,San Diego,1,,2011-06-14,2011-06-14
Focal Point Pharmaceuticals,Health and Wellness|Medical Devices|Pharmaceuticals,150000,operating,USA,TN,Memphis,Memphis,1,,2013-09-01,2013-09-01
Focal Therapeutics,Medical|Medical Devices|Therapeutics,3500000,operating,USA,CA,SF Bay Area,San Francisco,1,,2014-08-22,2014-08-22
FocalCast,Apps|Mobile|Wireless,100000,closed,,,,,1,2013-09-04,2015-02-15,2015-02-15
Focaloid Technologies,Business Services|Information Technology|Mobile,9313,operating,IND,19,Bangalore,Bangalore,1,2013-01-10,2013-01-30,2013-01-30
Focaltech Systems,Electronics,-,ipo,TWN,4,Taiwan,Hsinchu,1,,2010-01-29,2010-01-29
Focus,Finance|FinTech,12170000,closed,USA,CA,SF Bay Area,San Francisco,1,2005-08-01,2008-03-06,2008-03-06
Focus Automated Equities,Technology,5500000,operating,USA,LA,New Orleans,Metairie,2,2015-01-01,2015-06-18,2015-08-20
Focus Financial Partners,Finance,-,operating,USA,NY,New York City,New York,1,2006-01-01,2006-01-06,2006-01-06
Focus IP,Software,1905000,operating,USA,ID,Boise,Boise,2,2011-01-01,2014-04-03,2015-04-28
Focus Media,Semiconductors,3520000,ipo,SGP,,Singapore,Singapore,3,,2004-02-01,2004-09-01
Focus Opus Inc.,Blogging Platforms|Freelancers|Service Providers,20000,operating,USA,HI,Honolulu,Honolulu,1,2014-04-01,2014-05-01,2014-05-01
FOCUS RESEARCH,Market Research|Services,2000000,operating,USA,CA,SF Bay Area,San Francisco,1,,2010-09-23,2010-09-23
Focus Telecom Polska,Communications Infrastructure|Telecommunications,1385003,operating,POL,78,Warsaw,Warszawa,1,,2014-04-14,2014-04-14
Focus Ventures,,3214323,ipo,USA,CA,SF Bay Area,Palo Alto,1,1996-01-01,2015-06-04,2015-06-04
FocusFeed,Real Estate|Software,250000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2015-01-01,2015-06-01,2015-06-01
fodjan GmbH,Agriculture|Farming|Services,-,operating,,,,,1,2014-09-01,2015-01-28,2015-01-28
FOEX GmbH,Computer Vision,-,operating,AUT,3,AUT - Other,Perchtoldsdorf,1,2012-01-01,2015-05-06,2015-05-06
Fogg Mobile,Internet of Things|Mobile,8837884,operating,USA,CA,SF Bay Area,San Francisco,2,2010-07-01,2012-01-09,2012-09-01
Fogger,Development Platforms|Embedded Hardware and Software|Software,150000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-12-25,2014-07-22,2014-07-22
Foglaljorvost,,-,closed,,,,,1,,2015-06-08,2015-06-08
FohBoh,Social Media,750000,operating,USA,CA,SF Bay Area,San Jose,1,2007-11-01,2008-08-25,2008-08-25
Fohr Card,Fashion,50000,operating,USA,NY,New York City,New York,1,2013-01-01,2015-04-30,2015-04-30
FOI Corporation,Semiconductors,-,operating,JPN,19,JPN - Other,Sagamihara,1,,2009-02-18,2009-02-18
Foko Inc.,Enterprise Software,2450000,operating,CAN,QC,Gatineau,Gatineau,2,2013-03-01,2014-10-01,2014-12-16
Foldax,Manufacturing,500000,closed,USA,,,,2,2013-01-01,2014-04-21,2015-06-16
FolderBoy,Curated Web|Storage,7000,operating,AUS,7,Melbourne,Melbourne,1,2009-07-01,2009-11-01,2009-11-01
Foldrx Pharmaceuticals,Biotechnology,29000000,acquired,USA,MA,Boston,Cambridge,1,2003-01-01,2010-06-15,2010-06-15
Folica,E-Commerce|Personal Health,60000,operating,USA,NY,New York City,New York,2,1999-09-01,2007-01-01,2010-11-18
Folio Holdings,,-,closed,USA,FL,Tampa,Tampa,1,,2015-07-21,2015-07-21
FolioMetrix,Finance|Investment Management|Market Research,5000000,operating,USA,OR,"Portland, Oregon",Portland,1,,2014-12-17,2014-12-17
Folkard & Company,Finance|Venture Capital,1016999,operating,CAN,ON,Toronto,North York,1,2014-11-30,2014-10-14,2014-10-14
Folkstr,Social Media,250000,closed,,,,,1,2007-10-10,2008-03-23,2008-03-23
Follica,Biotechnology,24134998,operating,USA,NJ,NJ - Other,Mendham,4,,2008-01-04,2010-11-08
Follicum,Biotechnology,649650,operating,SWE,27,Malmo,Lund,1,,2012-12-11,2012-12-11
Followap,Messaging,20500000,acquired,GBR,N7,Staines-upon-thames,Staines-upon-thames,3,1999-01-01,2005-02-22,2006-11-01
Followone,Business Services|E-Commerce,-,operating,USA,WA,Seattle,Kirkland,1,2015-01-07,2015-09-02,2015-09-02
Folloyu,E-Commerce,-,operating,ISR,2,Netanya,Even Yehuda,1,2011-01-01,2013-05-24,2013-05-24
Folloze,Content|Enterprise Software|Productivity Software|Social Media,4300000,operating,USA,CA,SF Bay Area,Palo Alto,3,2013-01-01,2014-05-01,2015-06-23
FOLUP,Health Care|mHealth|Mobile Health,500000,operating,JOR,2,JOR - Other,Zarqa',1,2012-08-01,2012-11-01,2012-11-01
Fon,File Sharing|Mobile|Wireless,71735800,operating,ESP,29,Madrid,Madrid,5,2006-02-06,2006-02-06,2014-01-20
Fonality,Enterprise Software,46020414,operating,USA,CA,Los Angeles,Los Angeles,7,2004-01-01,2005-06-01,2014-10-28
Fonbox,,-,closed,USA,FL,Miami,Miami,1,,1999-11-30,1999-11-30
Fondeadora,Creative Industries|Crowdfunding|Crowdsourcing|Internet|Social Fundraising,40000,operating,MEX,28,MEX - Other,Hidalgo,1,2011-01-01,2014-06-01,2014-06-01
Fondu,Curated Web|Location Based Services|Reviews and Recommendations,575000,acquired,USA,NY,New York City,New York,1,2010-02-01,2011-11-01,2011-11-01
fone.do,Telecommunications,575000,operating,,,,,1,2014-11-05,2014-11-05,2014-11-05
FoneSense,Advertising|Android|Audio|Brand Marketing|Mobile|Sales and Marketing|Software,68856,operating,IRL,7,Dublin,Dublin,2,2013-01-01,2013-01-01,2014-03-01
Foneshow,Mobile|Music|Video Streaming,2075000,operating,USA,ME,"Portland, Maine",Portland,3,2006-09-01,2006-09-01,2009-06-23
FoneStarz Media,Mobile,6975497,acquired,GBR,C3,,,1,,2006-04-10,2006-04-10
Foneville Inc. Snapfone,Software,411000,operating,USA,FL,Ft. Lauderdale,Dania,2,2014-05-23,2014-09-30,2015-02-18
Fonix,Mobile,1819458,operating,GBR,L9,Sheffield,Sheffield,1,,2006-06-27,2006-06-27
FonJax,Consulting,2200000,operating,USA,CA,SF Bay Area,Walnut Creek,1,2005-01-01,2007-04-10,2007-04-10
Fonmatch,Apps|Chat|Mobile|Online Dating,350000,closed,USA,CA,SF Bay Area,San Francisco,1,,2011-07-01,2011-07-01
Fonteva,Big Data Analytics|Software,985498,operating,USA,VA,"Washington, D.C.",Arlington,2,2010-08-01,2015-03-03,2015-09-30
Fontself,Software,41563.2571601111,operating,,,,,1,2008-09-01,2015-10-28,2015-10-28
FONU2,Finance,430000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,2009-01-01,2013-11-21,2013-12-26
fonYou,Mobile|Technology|Telecommunications|Telephony,1300000,operating,ESP,56,Barcelona,Barcelona,1,2009-01-01,2015-10-19,2015-10-19
Fooala,E-Commerce,25000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2008-01-01,2009-01-03,2009-01-03
Fooboo,Apps,-,operating,DEU,2,Munich,München,1,,2014-10-16,2014-10-16
Food and Beverage,Consumer Goods|Health and Wellness|Market Research|Specialty Foods,-,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,2013-02-01,2012-12-25,2012-12-25
Food Brasil,Hospitality,110000,closed,BRA,23,Porto Alegre,Porto Alegre,1,2010-07-10,2010-12-03,2010-12-03
food.de,E-Commerce|Hospitality,992514,operating,,,,,1,2011-06-22,2012-12-20,2012-12-20
Food Evolution,Customer Service|Custom Retail|Food Processing|Specialty Foods,-,operating,USA,IL,Chicago,Schiller Park,1,,2014-09-29,2014-09-29
Food Genius,Analytics|Startups,2275000,operating,USA,IL,Chicago,Chicago,3,2010-05-01,2011-06-01,2013-09-17
Food Matters Markets,Health and Wellness|Marketplaces|Natural Resources,25000,operating,USA,NC,Asheville,Brevard,1,,2014-05-19,2014-05-19
Food Niche,Hospitality|Restaurants,-,operating,USA,NY,New York City,New York,1,2014-01-01,2014-12-10,2014-12-10
Food on the Fly,Application Platforms|Apps|iOS|Mobile,150000,operating,USA,TX,Dallas,Dallas,1,2015-05-29,2015-05-30,2015-05-30
Food on the Table,Mobile,2249999,acquired,USA,TX,Austin,Austin,1,2009-01-01,2009-08-28,2009-08-28
Food Quality Sensor International,Hardware + Software,5600000,closed,USA,MA,Boston,Lexington,1,2004-01-01,2007-08-27,2007-08-27
Food Reporter,Hospitality,60000,operating,FRA,A8,Paris,Paris,1,2011-01-01,2011-03-01,2011-03-01
Food Runner,Delivery|Internet|Specialty Foods,1500000,acquired,PHL,D9,Manila,Manila,1,,2012-11-01,2012-11-01
Food Talk India,Real Time|Restaurants|Social Media,500000,operating,IND,10,New Delhi,Gurgaon,1,2014-01-01,2015-08-26,2015-08-26
Food52,Consumer Goods|Cooking|Hospitality|Publishing,9000000,operating,USA,NY,New York City,New York,3,2009-01-01,2010-01-01,2014-09-30
Fooda,Enterprise Software|Technology,7800000,operating,USA,IL,Chicago,Chicago,2,2011-01-01,2011-05-01,2013-11-01
FoodAbhi,Food Processing|Marketplaces|Services,-,operating,IND,16,IND - Other,Parel,1,2013-01-01,2015-06-15,2015-06-15
FoodBox,Social Media,500000,operating,USA,CA,Los Angeles,Los Angeles,2,2011-08-29,2011-09-07,2012-01-13
FoodBuzz,Hospitality,1750000,acquired,USA,CA,SF Bay Area,San Francisco,2,,2009-08-10,2010-04-29
FoodByNet,B2B|Consumer Goods|E-Commerce|Retail,5000000,closed,RUS,48,Moscow,Moscow,1,,2013-04-01,2013-04-01
Foodcloud,Non Profit|Software|Specialty Foods|Startups,-,operating,,,,,1,2013-10-01,2013-09-01,2013-09-01
FoodCrave Inc,Delivery,150000,closed,USA,CA,SF Bay Area,Dublin,1,2013-08-10,2013-08-10,2013-08-10
Foodeato,Food Processing,-,operating,IND,10,New Delhi,Gurgaon,1,2014-06-17,2014-09-17,2014-09-17
Foodem,Delivery|Hospitality|Restaurants,875000,operating,USA,MD,Baltimore,Baltimore,3,2010-01-01,2010-01-01,2013-05-14
"Label Insight, Inc",Analytics|Databases|Health and Wellness|Nutrition,4497921,operating,USA,MO,St. Louis,Saint Louis,7,2008-01-01,2012-06-01,2015-08-28
FoodFan,Delivery|Hospitality|Networking|Online Reservations|Restaurants|Reviews and Recommendations|Social Media,250000,operating,USA,NY,New York City,New York,1,2011-01-01,2012-01-01,2012-01-01
Foodfly,Delivery|E-Commerce|Hospitality,622731,operating,KOR,11,Seoul,Seoul,1,2011-03-25,2012-02-20,2012-02-20
Foodie Media Network,Content|Curated Web|Digital Media|Mobile Commerce,435000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-01-01,2013-12-06,2013-12-06
Foodie Shares,Marketplaces|Peer-to-Peer|Specialty Foods,50000,operating,USA,CA,Los Angeles,Santa Monica,1,2014-03-05,2015-01-01,2015-01-01
FoodieBytes.com,Hospitality,-,operating,USA,MA,Boston,Burlington,1,2011-02-01,2011-11-01,2011-11-01
FoodieForAll,Delivery|Hospitality|Specialty Foods,-,operating,USA,NY,New York City,New York,1,2014-01-01,2014-09-09,2014-09-09
Foodik.ru,E-Commerce,-,operating,RUS,48,Moscow,Moscow,1,,2011-07-11,2011-07-11
Foodily,Cooking|Hospitality|Recipes,7720000,acquired,USA,CA,SF Bay Area,San Francisco,2,2010-01-01,2010-06-25,2013-04-01
Foodini,Curated Web|Hospitality|Recipes|Startups,-,operating,USA,IL,Chicago,Chicago,1,2012-01-01,2012-11-01,2012-11-01
Foodista,Cooking|Hospitality|Recipes|Web Tools,1300000,operating,USA,WA,Seattle,Seattle,2,2008-02-01,2009-04-16,2010-04-08
FOODit,Hospitality|Hotels|Restaurants,2000000,operating,GBR,H9,London,London,1,,2013-03-01,2013-03-01
foodjunky.com,B2B|Delivery|Hospitality|SaaS,890000,operating,USA,MI,Detroit,Detroit,3,2011-08-06,2012-01-01,2015-08-21
Foodlo,Food Processing|Organic Food|Restaurants|Specialty Foods,-,closed,,,,,1,2015-04-22,2015-07-20,2015-07-20
FoodLogiQ,Software,-,operating,USA,NC,Raleigh,Durham,1,2006-01-01,2015-09-11,2015-09-11
Foodoro,E-Commerce,-,operating,USA,CA,SF Bay Area,San Francisco,1,2008-01-01,2009-01-01,2009-01-01
Foodpanda,Consumers|Delivery|Hospitality,218000000,operating,DEU,16,Berlin,Berlin,6,2012-04-01,2013-04-07,2015-04-30
Foodport,Consumer Goods|Delivery|Restaurants,100000,operating,,,,,1,2015-01-12,2015-07-31,2015-07-31
FoodQueue,Delivery|Restaurants,-,operating,USA,CA,Los Angeles,Los Angeles,1,2014-08-21,2015-03-01,2015-03-01
Foods You Can,Fitness|Hospitality,16131,operating,GBR,,,,1,2009-01-31,2011-02-15,2011-02-15
Foodscovery,Marketplaces,780000,operating,ITA,1,Pescara,Pescara,1,2013-07-29,2014-07-18,2014-07-18
FOODSCROOGE,E-Commerce|Group Buying,200554,closed,CAN,ON,Toronto,Toronto,1,2010-10-01,2011-02-01,2011-02-01
FoodShootr,Apps|Ediscovery|Hospitality|iPhone|Photography|Photo Sharing|Social Media|Social Network Media,236135,operating,CAN,ON,Toronto,Toronto,2,2012-06-19,2013-02-01,2013-04-16
FoodText,Consulting,-,operating,USA,AR,Fayetteville,Fayetteville,1,2009-01-20,2009-03-05,2009-03-05
Foodtoeat,E-Commerce|Hospitality|Restaurants,500000,operating,USA,NY,New York City,New York,1,2011-05-31,2011-07-01,2011-07-01
Fooducate,Consumers|Health and Wellness|Hospitality|Internet|Mobile|Shopping,50000,operating,,,,,1,,2010-11-01,2010-11-01
Foody,E-Commerce|Hospitality|Restaurants|Search,-,operating,VNM,,Ho Chi Minh,Ho Chi Minh City,4,2012-06-11,2012-11-21,2015-07-28
FoodyDirect,E-Commerce|Specialty Foods,-,operating,USA,CA,SF Bay Area,Menlo Park,1,,2011-12-14,2011-12-14
Foodyn.com,Cooking|E-Commerce|Restaurants,50000,operating,IND,16,Mumbai,Mumbai,1,2014-05-20,2014-05-20,2014-05-20
Foodzai,Curated Web,19299,operating,PRT,14,Lisbon,Lisbon,1,2012-02-11,2013-08-05,2013-08-05
Foodzie,E-Commerce|Finance|FinTech|Handmade|Local|Marketplaces|Organic Food,1015000,acquired,USA,CA,SF Bay Area,San Francisco,2,,2008-05-01,2008-12-16
FookyZ,Consulting,-,operating,,,,,1,,2011-11-01,2011-11-01
Foomanchew.com,E-Commerce,400000,operating,USA,TN,Nashville,Brentwood,1,2012-01-01,2013-10-08,2013-10-08
Foonz,Mobile|VoIP,1080000,closed,,,,,1,,2007-01-24,2007-01-24
Eyeonplay,Big Data Analytics|Curated Web|Soccer|Social Media|Sports,19791,operating,ITA,20,Roncade,Roncade,1,2013-01-01,2013-01-01,2013-01-01
Fooooo,Search,1000000,operating,CAN,NS,Halifax,Halifax,1,,2008-03-17,2008-03-17
foosye™,Android|Information Technology|iOS|iPhone|Mobile Software Tools|SaaS,53000,operating,USA,NC,NC - Other,Fuquay Varina,2,2014-07-22,2014-11-15,2015-05-15
Footbalistic,Sports,500000,closed,USA,CA,SF Bay Area,San Francisco,1,2009-03-01,2010-06-09,2010-06-09
Football Meister,Games|Location Based Services|Mobile|Soccer|Social Media|Sports|Startups,500000,operating,NLD,15,NLD - Other,Oldenzaal,1,2011-01-01,2011-01-01,2011-01-01
FootballScout,Sports,902226,operating,BGR,,,,3,,2012-09-01,2013-11-01
Footfalls & Heartbeats,Manufacturing,-,operating,,,,,1,2010-01-01,2013-05-21,2013-05-21
Footmall,Online Shopping,300000,operating,SWE,26,Stockholm,Stockholm,1,2013-02-20,2015-09-01,2015-09-01
Footnote,Curated Web,10000000,operating,USA,UT,Salt Lake City,Lindon,2,2006-06-01,2006-06-16,2008-01-01
Footprints Childcare,Education,672000,operating,IND,10,Haryana,Haryana,1,2012-01-01,2015-07-10,2015-07-10
Footway,E-Commerce,4094366,operating,SWE,,,,1,,2012-01-25,2012-01-25
Foound,Curated Web|iOS|iPhone|Location Based Services|Mobile|Social Media,500000,operating,SGP,,Singapore,Singapore,1,2009-11-01,2010-09-11,2010-09-11
FOOZE,Apps|Delivery|Mobile,-,operating,,,,,2,2015-04-01,2015-04-21,2015-06-09
For Art's Sake Media,Art|Curated Web|Image Recognition|Media,100000,closed,,,,,1,2007-10-01,2008-01-01,2008-01-01
for[MD],Curated Web|Health Care|Medical|Physicians,-,operating,USA,NY,New York City,New York,1,2012-08-15,2013-04-07,2013-04-07
For-Robin,Biotechnology,2000000,operating,USA,NY,New York City,New York,1,2012-01-01,2015-05-04,2015-05-04
for; to (do) Centers,Cloud Computing|Customer Service|Distribution|Shipping|Tech Field Support,-,operating,USA,NY,New York City,New York,1,2005-01-01,2005-01-01,2005-01-01
For Your Imagination,Entertainment|Games|Internet Marketing|Sales and Marketing|Video,1300000,closed,USA,NY,New York City,New York,1,2007-01-15,2008-10-15,2008-10-15
Fora,Education,187000,operating,DEU,11,DEU - Other,Waterloo,3,,2013-05-07,2014-03-06
Fora Financial,Finance|FinTech,-,operating,USA,NY,New York City,New York,1,2008-06-01,2015-10-14,2015-10-14
FORA.tv,Events|Photography|Politics|Video|Video Streaming,8000000,operating,USA,CA,SF Bay Area,San Francisco,2,2005-01-01,2007-10-01,2008-05-01
Foradian,Software,2000000,operating,,,,,1,2009-04-01,2014-04-30,2014-04-30
Forbes Medi-Tech,Life Sciences,10750000,acquired,,,,,1,,2004-01-07,2004-01-07
Forbes Travel Guide,Travel,-,operating,USA,IL,Chicago,Chicago,1,,2011-08-01,2011-08-01
Forcare,Computers,5390913,operating,NLD,9,Utrecht,Zeist,1,2006-01-01,2015-04-20,2015-04-20
Force-A,Hardware + Software,5100000,operating,,,,,2,2004-01-01,2007-03-26,2009-11-09
Force Impact Technologies,Sports|Young Adults,310500,operating,USA,CA,Los Angeles,Thousand Oaks,7,2013-05-01,2013-08-01,2015-09-10
Force Therapeutics,Health and Wellness,2200000,operating,USA,NY,New York City,New York,1,2010-01-01,2015-02-03,2015-02-03
Forcefield Online,,-,operating,,,,,1,,2014-09-17,2014-09-17
ForceManager,Business Development|Mobility|Productivity Software|Sales and Marketing,3550000,operating,ESP,56,Barcelona,Barcelona,1,2011-01-01,2014-05-01,2014-05-01
Forcura,Enterprise Software,150000,operating,USA,FL,Jacksonville,Jacksonville,1,2010-01-01,2012-07-27,2012-07-27
Forefront Capital Management,,100000000,operating,IND,16,Mumbai,Mumbai,1,,2015-11-05,2015-11-05
ForeFront Education,Services,10500000,operating,USA,IL,Chicago,Barrington,1,1999-01-01,2003-06-06,2003-06-06
ForeFront Product Design,,-,operating,,,,,1,,2014-11-14,2014-11-14
ForeLight,Biotechnology,150000,operating,USA,IL,Chicago,Chicago,1,2010-01-01,2015-04-17,2015-04-17
Forelinx,Internet,210001,operating,USA,CA,Los Angeles,Los Angeles,2,2014-01-01,2015-06-16,2015-09-21
Foremost,E-Commerce,475000,operating,USA,TX,Dallas,Dallas,2,2014-05-28,2014-09-10,2015-01-28
Forensic Logic,Information Services|Law Enforcement|Legal,2007959,operating,USA,CA,SF Bay Area,Walnut Creek,2,2003-01-01,2009-05-07,2013-07-14
Forerun,Software,3850000,operating,USA,MA,Boston,Waltham,3,,2008-08-22,2014-03-06
"ForeScout Technologies, Inc.",Network Security,45630000,operating,USA,CA,SF Bay Area,Campbell,6,2000-01-01,2001-12-01,2014-10-01
Foresight Biotherapeutics,Biotechnology,17000290,acquired,USA,NY,New York City,New York,2,2008-01-01,2011-07-29,2013-11-13
Forest Chemical Group,Biotechnology|Chemicals,2573200,operating,ESP,60,Alicante,Alicante,1,2009-01-01,2013-09-07,2013-09-07
Forest2Market,Analytics,-,operating,USA,NC,Charlotte,Charlotte,1,,2012-01-11,2012-01-11
ForeUp,Computers|Services|Software,-,operating,USA,UT,Salt Lake City,Orem,1,2011-01-01,2011-08-04,2011-08-04
Forever,Analytics,17573700,operating,USA,PA,Pittsburgh,Pittsburgh,5,2012-01-01,2012-05-01,2015-04-15
Forever His Transport,Transportation,-,operating,USA,OH,Youngstown,Greenville,1,2012-09-17,2014-08-15,2014-08-15
FOREVERVOGUE.COM,Consumer Behavior|Coupons|Discounts|Fashion|Lifestyle|Machine Learning|Sales and Marketing|Social Media|Technology|Women,40347,operating,GBR,H9,London,London,3,2013-08-01,2013-01-01,2013-12-16
Forex Express,Finance|FinTech,1000000,operating,USA,NV,Las Vegas,Las Vegas,1,2005-01-01,2011-02-11,2011-02-11
FOREX Strategies Inc,Finance|Financial Exchanges|Payments,2361500,operating,USA,VI,,,1,2013-03-14,2015-07-16,2015-07-16
Forgame,Games,88790000,operating,,,,,3,2009-01-01,2012-06-01,2014-12-30
Forge Life Science,Biotechnology,200000,operating,USA,PA,Philadelphia,Doylestown,1,,2014-01-22,2014-01-22
Forge Medical,Hardware + Software,180000,operating,USA,PA,Harrisburg,Lancaster,1,2009-01-01,2011-11-02,2011-11-02
Forgotten Chicago,Consulting|Curated Web|Tourism,10000,operating,USA,IL,Chicago,Chicago,1,2006-11-01,2009-04-10,2009-04-10
Forhealth Technologies,Health Care|Medical Devices|Technology,9000000,acquired,USA,FL,Daytona Beach,Daytona Beach,1,1998-01-01,2007-12-03,2007-12-03
Foria,Cannabis,-,operating,USA,CA,Bakersfield,California City,1,2013-01-01,2014-06-01,2014-06-01
Forkforce,Employment|Hospitality|Restaurants|Social Network Media|Startups,350000,operating,USA,WI,Madison,Madison,2,2013-06-01,2013-10-01,2014-05-20
FORKS,Apps|Coupons|Hospitality|Location Based Services|Restaurants,-,operating,USA,WA,Seattle,Seattle,1,2010-01-01,2015-07-10,2015-07-10
